주문번호,종목이름,임시,거래량,거래대금,종가,기준가
049800,우진플라임,85,11555,43,3705,3625
016880,웅진,2835,6271059,10993,1760,1355
095720,웅진씽크빅,68334,38164825,122185,3250,2665
021240,웅진코웨이,7639,357074,29550,82200,81400
005820,원림,16,470,8,18000,17600
032940,원익,278,74770,263,3555,3485
240810,원익IPS,5095,325762,9727,29750,29200
074600,원익QnC,6900,611812,7453,12300,11650
104830,원익머트리얼즈,3099,163652,4406,27100,26100
014190,원익큐브,811,510984,1116,2160,2180
030530,원익홀딩스,2092,188978,792,4230,4075
012620,원일특강,26,3199,29,8910,8910
008370,원풍,112,7175,26,3680,3680
008290,원풍물산,3236,664478,3174,4755,4800
101160,월덱스,665,236886,1570,6640,6410
095270,웨이브일렉트로,1350,51620,1136,21700,22700
010600,웰바이오텍,1823,286233,684,2420,2355
065950,웰크론,1169,437694,1516,3470,3415
114190,웰크론강원,140,81653,152,1860,1865
076080,웰크론한텍,101,13451,26,1965,1930
196700,웹스,184,97200,203,2110,2105
069080,웹젠,4531,177669,3036,17000,17300
053580,웹케시,5191,95688,4812,49150,49100
071460,위니아딤채,301,65531,183,2795,2785
044340,위닉스,2296,281368,6557,23200,23150
112040,위메이드,5846,242309,6860,28350,29700
038620,위즈코프,274,144375,159,1115,1090
299900,위지윅스튜디오,2034,112588,1889,16950,16200
036090,위지트,301,174759,166,948,947
136540,윈스,3372,156470,2032,12950,13300
097800,윈팩,967,722039,1255,1745,1685
192390,윈하이텍,146,27682,101,3660,3615
313760,윌링스,302,45715,547,12000,11800
008600,윌비스,1218,201493,218,1080,1075
900340,윙입푸드,42262,6502612,15079,2145,2215
033270,유나이티드제약,863,23018,453,19800,19750
014830,유니드,2417,8749,405,46600,45900
215090,유니맥스글로벌,4502,749214,1600,2090,2120
036200,유니셈,3151,855429,3937,4595,4480
018000,유니슨,406,305040,256,845,830
000910,유니온,1418,287297,1299,4510,4670
047400,유니온머티리얼,1249,545371,1413,2580,2650
203450,유니온커뮤니티,93,12607,34,2705,2700
011330,유니켐,3732,1164011,2324,2025,1975
077500,유니퀘스트,359,53289,349,6510,6500
011320,유니크,1260,191487,1192,6250,6120
086390,유니테스트,3295,262031,3917,15000,14600
241690,유니테크노,147,9907,107,10900,10700
142210,유니트론텍,337,43526,233,5420,5260
048430,유라테크,52,3974,21,5380,5400
206650,유바이오로직스,481,66496,417,6250,6270
089850,유비벨록스,471,61905,518,8430,8380
032620,유비케어,2820,147416,775,5250,5250
264450,유비쿼스,327,10867,358,32800,33000
078070,유비쿼스홀딩스,1394,104689,2661,25000,26000
002920,유성기업,80,13061,36,2745,2695
024800,유성티엔에스,413,61400,190,3090,3070
000700,유수홀딩스,378,22921,165,7200,7220
054930,유신,956,53159,1175,21850,21200
069330,유아이디,85,22212,27,1205,1215
049520,유아이엘,590,24735,129,5210,5190
287410,유안타제3호스팩,1,10,0,2100,2095
313750,유안타제4호스팩,7,371,1,2090,2095
003470,유안타증권,362,113838,303,2665,2625
003475,유안타증권우,34,1570,3,1950,1930
056090,유앤아이,88,4837,32,6620,6530
011690,유양디앤유,1515,319476,1895,5870,5980
263770,유에스티,333,62088,263,4265,4200
072130,유엔젤,229,50984,179,3540,3445
000220,유유제약,185,18337,202,11000,11000
000225,유유제약1우,33,1093,7,6850,6870
000227,유유제약2우B,33,351,7,19000,19000
195990,유지인트,1803,2068104,2720,1305,1295
023410,유진기업,2252,289269,1360,4720,4610
056080,유진로봇,276,48158,131,2740,2710
321260,유진스팩4호,30,4603,10,2095,2080
331380,유진스팩5호,50,61307,125,2045,2045
084370,유진테크,3436,353514,5125,14500,13750
001200,유진투자증권,451,215847,459,2135,2065
178780,유테크,675,416830,1115,2660,2735
179900,유티아이,1067,142945,2949,20900,20850
263050,유틸렉스,2785,65832,3809,56900,56900
000100,유한양행,3188,22541,5054,223000,221500
000105,유한양행우,28,104,21,204000,204500
003460,유화증권,31,739,9,12250,12200
003465,유화증권우,9,2024,27,13200,13200
191410,육일씨엔에쓰,96,26000,71,2745,2715
008730,율촌화학,651,58879,819,13950,13850
072770,율호,335,175759,199,1180,1105
008250,이건산업,730,64724,522,8150,7810
039020,이건홀딩스,77,15426,42,2730,2710
025820,이구산업,337,65398,105,1610,1565
060230,이그잭스,1220,177083,236,1350,1295
067920,이글루시큐리티,135,10887,48,4410,4385
044960,이글벳,7889,812953,5701,6980,6940
302430,이노메트리,202,7617,222,29250,29000
214320,이노션,8054,45348,3028,66900,65100
073490,이노와이어리스,2589,138579,4433,32700,31800
215790,이노인스트루먼트,118,11858,48,4000,3995
246960,이노테라피,4215,400438,5382,13450,13000
088390,이녹스,198,17493,106,6080,6070
272290,이녹스첨단소재,4825,109041,6236,56500,56800
053350,이니텍,100,13828,68,4985,4900
258610,이더블유케이,2222,293127,2423,8500,8040
041520,이라이콤,230,27223,134,4935,4825
054210,이랜텍,4024,762159,4050,5380,5040
065440,이루온,246,77065,98,1265,1250
088260,이리츠코크렙,761,78409,535,6830,6800
139480,이마트,6009,103870,11706,113500,109500
115610,이미지스,345,10951,32,2930,2800
323210,이베스트이안스팩1호,44,31503,66,2095,2110
078020,이베스트투자증권,1230,206698,1131,5500,5390
080010,이상네트웍스,65,6544,48,7290,7320
086890,이수앱지스,1427,152993,1068,6880,6830
007660,이수페타시스,2043,465930,1992,4280,4300
005950,이수화학,1940,134044,1589,11900,11600
015020,이스타코,63,25679,15,575,572
047560,이스트소프트,157,12355,86,7020,7000
067010,이씨에스,24,1822,8,4245,4225
093230,이아이디,4177,4306408,1145,265,263
223310,이에스브이,383,631678,108,170,168
052190,이에스에이,8131,2295271,5302,2210,2140
226360,이엑스티,2428,576834,2198,3885,3840
102710,이엔에프테크놀로지,2461,165057,3528,21350,20950
063760,이엘피,270,45153,453,10150,9900
123570,이엠넷,181,51322,145,2820,2845
095190,이엠코리아,1362,298796,1353,4535,4435
091120,이엠텍,807,63373,575,9030,9080
102460,이연제약,25419,2204562,38205,15700,15800
039030,이오테크닉스,5138,148257,14000,93900,92100
088290,이원컴포텍,13955,2352329,11131,4845,4220
084680,이월드,9370,2933877,9879,3340,3205
181340,이즈미디어,254,58256,320,5490,5350
035810,이지바이오,3704,585626,3021,5180,5140
090850,이지웰페어,1116,59011,530,9130,8950
099750,이지케어텍,500,38535,605,15500,15650
092130,이크레더블,145,4747,88,18350,18400
016250,이테크건설,433,4501,324,72800,71400
096040,이트론,82599,13943647,4513,324,319
134060,이퓨쳐,780,31527,198,6290,6470
001840,이화공영,821,170708,914,5330,5170
000760,이화산업,14,542,8,15150,15150
024810,이화전기,17703,8893657,2102,236,238
014990,인디에프,4068,1663215,5168,3110,3010
041830,인바디,3417,57938,1372,23650,23650
079950,인베니아,1170,136618,347,2550,2525
277410,인산가,108,34124,56,1650,1640
060150,인선이엔티,2927,252686,1824,7250,7110
033230,인성정보,206,34545,80,2385,2355
006490,인스코비,10293,3312621,10454,3250,3045
037330,인지디스플레,3663,519037,1078,2100,2045
023800,인지컨트롤스,640,52789,261,4975,4910
034590,인천도시가스,9,108,3,29250,29200
083640,인콘,101700,57073440,108122,1915,1640
216050,인크로스,673,12891,282,22050,21850
049070,인탑스,2108,72659,855,11650,11700
119610,인터로조,762,26565,686,25950,25350
017250,인터엠,600,252038,652,2615,2490
129260,인터지스,358,33890,71,2095,2100
108790,인터파크,444,37211,196,5260,5230
035080,인터파크홀딩스,352,135763,308,2270,2260
051370,인터플렉스,3737,281780,3605,12550,12900
064290,인텍플러스,108,11283,56,4980,5000
189300,인텔리안테크,3942,158956,6362,40250,39850
150840,인트로메딕,11531,1283848,5157,4050,3800
048530,인트론바이오,2664,627736,7937,12750,12200
023810,인팩,414,14332,54,3740,3840
175140,인포마크,36,1320,17,12600,12550
115310,인포바인,37,555,11,20750,20600
039290,인포뱅크,149,14099,86,6160,6030
041020,인프라웨어,171,66396,83,1245,1260
071200,인피니트헬스케어,216,35165,205,5830,5800
101930,인화정공,105,16793,87,5230,5030
249420,일동제약,1150,114856,1889,16250,16200
000230,일동홀딩스,218,4601,50,10850,10750
013360,일성건설,6739,1493571,2035,1345,1220
003120,일성신약,132,335,28,83700,83400
068330,일신바이오,490,239769,410,1715,1705
003200,일신방직,308,1208,89,74500,74500
007110,일신석재,21584,4516120,13520,3000,2885
058450,일야,188,58397,76,1305,1280
007570,일양약품,616,23268,477,20450,20000
007575,일양약품우,42,683,11,16950,16450
008500,일정실업,4,210,4,18650,19000
019540,일지테크,5187,323594,1478,4540,4455
081000,일진다이아,2987,104082,3212,31000,30400
020760,일진디스플,978,48375,174,3605,3600
020150,일진머티리얼즈,5128,197105,7257,36750,36450
103590,일진전기,164,20985,66,3150,3170
094820,일진파워,205,25988,149,5740,5630
015860,일진홀딩스,1283,165888,838,5060,5120
226320,잇츠한불,685,35175,682,19300,18700
950140,잉글우드랩,81,17550,90,5170,5080
049550,잉크테크,807,80998,330,4095,3890
043910,자연과환경,3781,1885629,2087,1120,1075
234920,자이글,729,138834,945,6930,6980
033240,자화전자,1640,81356,802,9910,9830
174880,장원테크,2887,724942,1828,2500,2455
049630,재영솔루텍,505,396650,432,1090,1060
000950,전방,22,170,3,16100,16100
110020,전진바이오팜,7128,462879,4265,8780,8510
065530,전파기지국,6259,1240785,5140,4140,4125
208140,정다운,1141,417215,1180,2830,2835
022220,정산애강,250,58155,120,2075,2050
040420,정상제이엘에스,133,6805,52,7630,7640
045510,정원엔시스,37,5298,8,1460,1465
065620,제낙스,3129,239075,787,3275,3310
217190,제너셈,5397,1080581,3325,2955,2810
095700,제넥신,2362,109777,6022,55000,53500
072520,제넨바이오,13940,396270,761,1940,1905
122310,제노레이,10424,407863,7854,19150,16900
187420,제노포커스,526,115008,648,5610,5470
123330,제닉,162,23314,121,5180,5120
159580,제로투세븐,2178,79250,832,10450,10700
147830,제룡산업,322,58259,339,5830,5700
033100,제룡전기,782,140013,913,6570,6310
079370,제우스,792,58279,706,12100,12000
054950,제이브이엠,190,1846,63,34050,34300
096690,제이스테판,578,309288,664,2160,2200
090470,제이스텍,3066,293378,3542,12000,12050
137950,제이씨케미칼,7437,1225378,8161,6540,6790
033320,제이씨현시스템,832,99936,434,4380,4260
194370,제이에스코퍼레이션,712,9084,130,14350,14400
026040,제이에스티나,408,71564,399,5590,5470
126880,제이엔케이히터,10165,703186,3996,5700,5680
033050,제이엠아이,1197,341789,439,1295,1280
094970,제이엠티,1308,278613,1426,5140,5190
058420,제이웨이,483,140334,156,1120,1090
025620,제이준코스메틱,740,217826,939,4290,4205
036420,제이콘텐트리,7604,202704,7163,35550,34000
089790,제이티,642,133760,550,4170,3945
030000,제일기획,4261,217304,5363,24800,24600
052670,제일바이오,35044,5703921,31064,5180,5290
271980,제일약품,657,31006,1016,32650,32350
001560,제일연마,33,744,5,6340,6330
023440,제일제강,542,130311,277,2105,2110
038010,제일테크노스,85,26999,105,3880,3880
002620,제일파마홀딩스,659,23850,396,16750,16050
080220,제주반도체,357,77684,241,3135,3025
006220,제주은행,1121,14775,63,4250,4225
089590,제주항공,11545,377177,9256,24900,23000
082270,젬백스,2332,416440,5239,13050,12000
041590,젬백스지오,372,88737,84,961,956
044060,조광ILI,45872,6048980,41935,6980,6090
004910,조광페인트,288,14937,93,6220,6220
004700,조광피혁,249,878,33,37100,37700
001550,조비,507,39689,733,18450,17900
000480,조선내화,134,772,66,85400,85100
120030,조선선재,200,1278,105,83500,82200
034940,조아제약,558,154288,587,3785,3785
101730,조이맥스,235,22674,111,4930,5000
067000,조이시티,66,2441,19,7970,8010
018470,조일알미늄,70,47505,35,722,728
002600,조흥,9,28,4,152000,151500
185750,종근당,1220,18790,1610,85600,85300
063160,종근당바이오,501,18422,536,29300,28950
001630,종근당홀딩스,1650,19647,1757,89000,88200
033340,좋은사람들,14606,2970596,11451,3850,3710
036930,주성엔지니어링,3447,599814,4374,7340,7140
044380,주연테크,495,507569,193,386,380
239340,줌인터넷,7953,524516,3038,5690,5820
072020,중앙백신,2129,183934,3429,18650,18200
000440,중앙에너비스,1053,111304,767,6860,7420
054180,중앙오션,427,278117,549,1940,1940
228760,지노믹트리,1656,133710,2391,17800,17850
043610,지니뮤직,1126,229816,865,3730,3790
263860,지니언스,611,9663,47,4890,4850
303030,지니틱스,420,143871,353,2440,2450
114570,지스마트글로벌,1390,979361,455,458,469
051160,지어소프트,459,76670,431,5710,5510
053050,지에스이,144,78400,112,1440,1425
119850,지엔씨에너지,217,23819,102,4300,4200
065060,지엔코,594,411615,436,1065,1045
204840,지엘팜텍,915,389518,508,1300,1325
013870,지엠비코리아,616,59933,306,5130,5180
018290,지엠피,2340,110231,957,8640,8750
071320,지역난방공사,1438,4886,247,50500,51200
010580,지코,6980,481502,389,822,818
035000,지투알,51,1346,9,7000,6950
115450,지트리비앤티,1486,127467,2642,20700,20700
219750,지티지웰니스,475,104909,357,3390,3375
088790,진도,364,18929,73,3920,3850
018120,진로발효,60,1537,46,30300,30200
109820,진매트릭스,1149,54489,141,2590,2590
086060,진바이오텍,12947,950887,5206,5410,5360
036890,진성티이씨,1034,77662,566,7300,7130
003780,진양산업,314,53434,177,3340,3210
007370,진양제약,85,8009,27,3410,3410
010640,진양폴리,232,45915,117,2560,2475
100250,진양홀딩스,174,29176,73,2520,2500
051630,진양화학,800,138318,657,4780,4600
272450,진에어,4949,260197,4000,15550,14600
011000,진원생명과학,546,67837,288,4270,4200
002780,진흥기업,131,26698,52,1960,1960
002787,진흥기업2우B,42,1302,17,13050,13000
002785,진흥기업우B,114,3926,20,5090,5080
085660,차바이오텍,1421,219513,3222,14550,14600
009310,참엔지니어링,118,22992,24,1040,1020
094850,참좋은여행,914,95163,571,6080,5820
004650,창해에탄올,214,22586,286,12650,12600
278280,천보,1885,27631,1834,66800,65900
000650,천일고속,22,164,12,71300,71900
096240,청담러닝,1132,20135,378,18700,18600
013720,청보산업,140,50334,120,2420,2350
012600,청호컴넷,84,13698,41,3015,3000
066360,체리부로,2662,750121,2222,2940,3030
033250,체시스,3455,730992,3201,4355,4465
047820,초록뱀,3065,1693835,2464,1475,1455
094360,칩스앤미디어,626,56605,525,9330,9050
001140,카리스국보,1768,487766,2191,4475,4600
016920,카스,605,198337,338,1685,1655
035720,카카오,13465,317019,42677,134500,135000
042000,카페24,2091,42971,2728,63200,63400
006380,카프로,244,33731,118,3520,3455
071850,캐스텍코리아,81,6968,20,2890,2885
050110,캠시스,4689,1330608,3765,2820,2805
900310,컬러레이,47137,6508618,13617,1970,2020
078340,컴투스,2185,34753,3192,91900,90800
307930,컴퍼니케이,1790,155162,1227,7870,7850
263700,케어랩스,372,40655,521,12750,13300
221980,케이디켐,35,1496,18,12250,12100
043290,케이맥,56,10009,121,12000,12250
317030,케이비17호스팩,6,663,1,2090,2125
001620,케이비아이동국실업,140,28971,22,771,768
258790,케이비제11호스팩,267,119284,255,2135,2105
323940,케이비제18호스팩,42,11903,25,2065,2070
330990,케이비제19호스팩,19,11294,23,2040,2045
192250,케이사인,2463,652279,805,1235,1230
029460,케이씨,630,67955,930,13850,13300
115500,케이씨에스,390,39787,161,4115,3960
281820,케이씨텍,5492,391616,7338,19250,17500
089150,케이씨티,113,48688,106,2190,2160
025880,케이씨피드,1405,479282,1168,2465,2400
093320,케이아이엔엑스,2529,52594,1627,30950,30500
060900,케이알피앤이,298,74602,60,796,810
073010,케이에스피,158,34564,57,1640,1620
105330,케이엔더블유,226,40155,213,5390,5100
039420,케이엘넷,212,54973,130,2360,2355
083550,케이엠,856,139581,1031,7420,7220
032500,케이엠더블유,21640,995814,70035,69700,72900
225430,케이엠제약,570,226778,522,2280,2255
145270,케이탑리츠,105,53274,48,908,905
064820,케이프,387,219646,458,2100,2050
256940,케이피에스,938,58921,1044,17700,17450
024880,케이피에프,589,94655,464,4885,4875
042040,케이피엠테크,1042,1016223,1040,1040,1000
054410,케이피티유,116,15176,65,4330,4355
217600,켐온,3202,1145395,1774,1555,1530
089010,켐트로닉스,1595,245556,2795,11350,11250
220260,켐트로스,10977,1065739,3905,3605,3635
052400,코나아이,4027,372602,6274,16700,17900
033110,코너스톤네트웍스,13950,1161129,1384,1180,1225
094860,코닉글로리,666,254941,170,665,658
047770,코데즈컴바인,737,131632,398,3010,3015
224060,코디엠,3613,2535481,1324,530,498
078650,코렌,823,171933,256,1505,1500
027050,코리아나,1068,242647,849,3480,3455
007815,코리아써우,15,969,3,2845,2865
007810,코리아써키트,6371,1153128,7502,6500,6960
00781K,코리아써키트2우B,2,26,0,4370,4310
101670,코리아에스이,157,44162,54,1235,1200
123410,코리아에프티,32950,4684940,14964,3275,3065
152330,코리아오토글라스,1179,27530,459,16800,16300
003690,코리안리,1268,51139,406,7970,7870
036690,코맥스,251,31348,119,3830,3775
049430,코메론,214,18886,151,8000,7980
183300,코미코,450,20565,517,25250,24500
041960,코미팜,2459,249366,3152,12500,12500
089890,코세스,689,14655,110,7510,7540
009730,코센,6252,2981317,4223,1495,1325
192820,코스맥스,2761,91348,6436,71000,69700
044820,코스맥스비티아이,583,9970,134,13500,13200
222040,코스맥스엔비티,2305,185439,1215,6580,6260
241710,코스메카코리아,690,26138,362,13850,13700
005070,코스모신소재,1770,292571,2431,8370,8300
005420,코스모화학,1169,181075,1153,6350,6230
069110,코스온,190,48254,319,6760,6400
071950,코아스,1911,394093,539,1385,1315
166480,코아스템,272,25647,239,9300,9240
045970,코아시아,333,53857,340,6340,6500
029960,코엔텍,1632,195126,1977,10250,10050
002020,코오롱,16428,1728196,34186,19750,16800
003070,코오롱글로벌,639,52821,484,9180,8850
003075,코오롱글로벌우,1996,80744,1512,17850,17100
144620,코오롱머티리얼,275,104850,149,1425,1410
102940,코오롱생명과학,6912,1554903,45407,29250,22500
002025,코오롱우,7973,905687,12452,12800,11250
120110,코오롱인더,3975,152943,6588,43350,41600
120115,코오롱인더우,281,13108,270,20650,20300
138490,코오롱플라스틱,391,90924,436,4795,4695
033290,코웰패션,5078,441252,2656,6040,6020
056360,코위버,466,45988,386,8380,8430
282880,코윈테크,1295,52423,1355,25700,26350
121850,코이즈,2057,234307,286,1200,1195
015710,코콤,239,23586,154,6530,6500
052330,코텍,875,15216,191,12550,12450
126600,코프라,496,80504,251,3120,3130
200130,콜마비앤에이치,1365,31336,824,26300,26100
031820,콤텍시스템,493,373350,481,1280,1280
192400,쿠쿠홀딩스,1134,2759,307,111000,110000
284740,쿠쿠홈시스,3091,14983,593,39250,39050
060280,큐렉소,838,151504,1079,7030,7400
015590,큐로,471,295944,269,908,882
040350,큐로컴,322,203583,218,1075,1055
051780,큐로홀딩스,149,62172,32,517,517
115180,큐리언트,2649,48767,1179,24000,23600
182360,큐브엔터,796,285401,709,2495,2415
066310,큐에스아이,2026,196516,2293,11450,11650
016600,큐캐피탈,145,87017,46,526,517
264900,크라운제과,114,4577,39,8570,8430
26490K,크라운제과우,183,8393,67,7940,7920
005740,크라운해태홀딩스,263,29602,312,10600,10400
005745,크라운해태홀딩스우,80,3922,53,13750,13600
114120,크루셜텍,449,192278,186,973,949
110790,크리스에프앤씨,166,1994,41,20600,20600
083790,크리스탈,2414,257344,3566,13850,13700
900250,크리스탈신소재,5041,1545920,3332,2120,2115
045520,크린앤사이언스,2100,112285,3245,28900,28800
214150,클래시스,3944,342180,4964,14550,14400
