"체결시간","체결가","체결량"
"12:51:09 720","10550","+32"
"12:51:26 125","10550","+6"
"12:51:26 125","10550","+6"
"12:51:26 126","10550","+6"
"12:51:26 126","10550","+6"
"12:51:26 126","10550","+13"
"12:51:43 118","10550","+19"
"12:51:43 118","10550","+19"
"12:51:43 119","10550","+19"
"12:51:43 120","10550","+38"
"12:51:43 121","10550","+24"
"12:51:54 622","10550","+8"
"12:52:27 932","10550","+15"
"12:52:28 036","10550","+50"
"12:52:28 036","10550","+50"
"12:52:28 119","10550","+1"
"12:53:21 627","10550","+19"
"12:53:21 627","10550","+3"
"12:53:21 628","10550","+32"
"12:53:42 127","10550","+7"
"12:53:42 130","10550","+7"
"12:53:42 134","10550","+7"
"12:53:42 135","10550","+13"
"12:53:42 135","10550","+7"
"12:54:41 615","10550","+8"
"12:55:28 531","10500","-300"
"12:55:32 633","10550","+19"
"12:55:32 634","10550","+4"
"12:55:32 634","10550","+33"
"12:55:59 121","10550","+6"
"12:55:59 121","10550","+6"
"12:55:59 122","10550","+14"
"12:55:59 127","10550","+6"
"12:55:59 128","10550","+6"
"12:56:04 021","10550","+50"
"12:56:04 021","10550","+50"
"12:56:04 021","10550","+1"
"12:56:04 721","10550","+15"
"12:56:13 607","10550","+18"
"12:56:13 607","10550","+18"
"12:56:13 608","10550","+18"
"12:56:13 608","10550","+37"
"12:56:13 608","10550","+23"
"12:57:27 622","10550","+8"
"12:57:44 624","10550","+20"
"12:57:44 624","10550","+3"
"12:57:44 625","10550","+32"
"12:58:15 132","10550","+7"
"12:58:15 134","10550","+7"
"12:58:15 135","10550","+13"
"12:58:15 135","10550","+7"
"12:58:15 136","10550","+7"
"12:59:41 027","10550","+50"
"12:59:41 027","10550","+50"
"12:59:41 115","10550","+1"
"12:59:41 516","10550","+15"
"12:59:56 622","10550","+19"
"12:59:56 622","10550","+3"
"12:59:56 622","10550","+32"
"13:00:13 626","10550","+9"
"13:00:32 115","10550","+6"
"13:00:32 115","10550","+6"
"13:00:32 116","10550","+6"
"13:00:32 117","10550","+6"
"13:00:32 118","10550","+13"
"13:00:44 019","10550","+19"
"13:00:44 025","10550","+19"
"13:00:44 025","10550","+38"
"13:00:44 027","10550","+19"
"13:00:44 028","10550","+24"
"13:02:07 619","10550","+20"
"13:02:07 619","10550","+3"
"13:02:07 620","10550","+32"
"13:02:48 118","10550","+14"
"13:02:48 119","10550","+7"
"13:02:48 120","10550","+7"
"13:02:48 120","10550","+7"
"13:02:48 122","10550","+7"
"13:02:59 621","10550","+8"
"13:03:18 108","10550","+50"
"13:03:18 108","10550","+50"
"13:03:18 108","10550","+1"
"13:03:18 108","10550","+50"
"13:03:18 109","10550","+50"
"13:03:18 109","10550","+1"
"13:03:18 225","10550","+15"
"13:04:19 624","10550","+19"
"13:04:19 625","10550","+3"
"13:04:19 625","10550","+33"
"13:04:47 007","10550","+50"
"13:05:05 110","10550","+6"
"13:05:05 111","10550","+6"
"13:05:05 113","10550","+13"
"13:05:05 125","10550","+6"
"13:05:05 127","10550","+6"
"13:05:14 518","10550","+19"
"13:05:14 520","10550","+19"
"13:05:14 520","10550","+24"
"13:05:14 521","10550","+37"
"13:05:14 521","10550","+19"
"13:05:24 211","10550","+83"
"13:05:31 109","10550","+151"
"13:05:46 612","10550","+8"
"13:06:00 911","10550","+38"
"13:06:06 716","10550","+34"
"13:06:27 659","10550","+22"
"13:06:31 620","10550","+19"
"13:06:31 620","10550","+4"
"13:06:31 709","10550","+32"
"13:06:33 617","10550","+2"
"13:06:55 013","10550","+15"
"13:06:55 023","10550","+50"
"13:06:55 023","10550","+50"
"13:06:55 023","10550","+1"
"13:07:04 304","10550","+1"
"13:07:21 109","10550","+7"
"13:07:21 109","10550","+7"
"13:07:21 111","10550","+7"
"13:07:21 113","10550","+13"
"13:07:21 114","10550","+7"
"13:08:00 617","10550","+50"
"13:08:32 605","10550","+8"
"13:08:42 618","10550","+20"
"13:08:42 618","10550","+3"
"13:08:42 619","10550","+32"
"13:09:10 809","10550","+629"
"13:09:30 417","10600","+355"
"13:09:30 811","10600","+3"
"13:09:38 100","10600","+6"
"13:09:38 101","10600","+6"
"13:09:38 103","10600","+14"
"13:09:38 106","10600","+6"
"13:09:38 107","10600","+6"
"13:09:44 914","10600","+19"
"13:09:44 915","10600","+19"
"13:09:45 015","10600","+19"
"13:09:45 015","10600","+38"
"13:09:45 017","10600","+24"
"13:10:17 509","10550","-230"
"13:10:31 805","10600","+15"
"13:10:32 025","10600","+50"
"13:10:32 025","10600","+50"
"13:10:32 025","10600","+1"
"13:10:54 612","10600","+19"
"13:10:54 612","10600","+3"
"13:10:54 612","10600","+32"
"13:11:18 605","10600","+8"
"13:11:54 098","10600","+7"
"13:11:54 099","10600","+13"
"13:11:54 099","10600","+7"
"13:11:54 099","10600","+7"
"13:11:54 100","10600","+7"
"13:12:27 805","10550","-50"
"13:13:06 611","10600","+19"
"13:13:06 708","10600","+3"
"13:13:06 709","10600","+33"
"13:14:04 609","10600","+8"
"13:14:08 517","10600","+15"
"13:14:09 093","10600","+50"
"13:14:09 093","10600","+50"
"13:14:09 094","10600","+1"
"13:14:11 112","10600","+6"
"13:14:11 113","10600","+6"
"13:14:11 120","10600","+6"
"13:14:11 120","10600","+6"
"13:14:11 121","10600","+13"
"13:14:15 409","10600","+18"
"13:14:15 410","10600","+18"
"13:14:15 411","10600","+37"
"13:14:15 412","10600","+23"
"13:14:15 413","10600","+18"
"13:14:42 400","10550","-1"
"13:14:56 607","10550","-20"
"13:15:18 629","10600","+20"
"13:15:18 630","10600","+4"
"13:15:18 630","10600","+32"
"13:15:45 892","10550","-40"
"13:16:27 112","10600","+7"
"13:16:27 112","10600","+7"
"13:16:27 113","10600","+14"
"13:16:27 113","10600","+7"
"13:16:27 114","10600","+7"
"13:16:51 605","10600","+8"
"13:17:29 692","10600","+19"
"13:17:29 692","10600","+3"
"13:17:29 693","10600","+32"
"13:17:45 105","10600","+50"
"13:17:45 105","10600","+50"
"13:17:45 106","10600","+1"
"13:17:45 303","10600","+15"
"13:18:44 099","10600","+6"
"13:18:44 103","10600","+6"
"13:18:44 110","10600","+13"
"13:18:44 110","10600","+6"
"13:18:44 111","10600","+6"
"13:18:45 913","10600","+19"
"13:18:45 914","10600","+38"
"13:18:45 917","10600","+19"
"13:18:45 919","10600","+19"
"13:18:45 921","10600","+24"
"13:19:33 801","10550","-72"
"13:19:37 597","10600","+8"
"13:19:41 610","10600","+19"
"13:19:41 611","10600","+3"
"13:19:41 611","10600","+32"
"13:21:00 128","10600","+13"
"13:21:00 128","10600","+7"
"13:21:00 134","10600","+7"
"13:21:00 138","10600","+7"
"13:21:00 141","10600","+7"
"13:21:22 020","10600","+50"
"13:21:22 020","10600","+50"
"13:21:22 093","10600","+1"
"13:21:22 093","10600","+15"
"13:21:33 103","10550","-150"
"13:21:50 192","10600","+51"
"13:21:53 611","10600","+20"
"13:21:53 611","10600","+3"
"13:21:53 612","10600","+33"
"13:22:23 590","10600","+9"
"13:22:44 723","10550","-1000"
"13:23:16 302","10600","+19"
"13:23:16 303","10600","+19"
"13:23:16 304","10600","+37"
"13:23:16 304","10600","+19"
"13:23:16 399","10600","+24"
"13:23:17 102","10600","+6"
"13:23:17 102","10600","+6"
"13:23:17 103","10600","+6"
"13:23:17 105","10600","+6"
"13:23:17 112","10600","+14"
"13:24:04 605","10600","+19"
"13:24:04 606","10600","+3"
"13:24:04 606","10600","+32"
"13:24:06 806","10550","-256"
"13:24:11 705","10550","-1"
"13:24:22 116","10550","-100"
"13:24:46 385","10550","-1"
"13:24:52 514","10550","-1"
"13:24:58 801","10600","+15"
"13:24:59 007","10600","+50"
"13:24:59 007","10600","+50"
"13:24:59 007","10600","+1"
"13:25:10 597","10600","+8"
"13:25:33 101","10600","+13"
"13:25:33 102","10600","+7"
"13:25:33 103","10600","+7"
"13:25:33 103","10600","+7"
"13:25:33 104","10600","+7"
"13:26:16 604","10600","+19"
"13:26:16 605","10600","+4"
"13:26:16 693","10600","+32"
"13:27:20 698","10550","-296"
"13:27:46 801","10600","+19"
"13:27:46 802","10600","+38"
"13:27:46 806","10600","+24"
"13:27:46 809","10600","+19"
"13:27:46 810","10600","+19"
"13:27:50 093","10600","+7"
"13:27:50 094","10600","+7"
"13:27:50 096","10600","+13"
"13:27:50 097","10600","+7"
"13:27:50 098","10600","+7"
"13:27:56 594","10600","+8"
"13:28:20 294","10600","+15"
"13:28:28 615","10600","+20"
"13:28:28 616","10600","+3"
"13:28:28 690","10600","+32"
"13:28:35 584","10600","+15"
"13:28:36 081","10600","+50"
"13:28:36 081","10600","+50"
"13:28:36 081","10600","+1"
"13:28:36 780","10550","-13"
"13:29:42 502","10550","-1"
"13:30:06 095","10600","+7"
"13:30:06 096","10600","+7"
"13:30:06 096","10600","+7"
"13:30:06 098","10600","+14"
"13:30:06 101","10600","+7"
"13:30:39 605","10600","+19"
"13:30:39 606","10600","+3"
"13:30:39 606","10600","+33"
"13:30:42 599","10600","+8"
"13:31:06 686","10550","-100"
"13:31:13 694","10550","-113"
"13:32:12 392","10600","+15"
"13:32:13 086","10600","+50"
"13:32:13 087","10600","+50"
"13:32:13 087","10600","+1"
"13:32:17 200","10600","+37"
"13:32:17 280","10600","+18"
"13:32:17 280","10600","+18"
"13:32:17 281","10600","+18"
"13:32:17 282","10600","+23"
"13:32:23 086","10600","+7"
"13:32:23 087","10600","+13"
"13:32:23 089","10600","+7"
"13:32:23 097","10600","+7"
"13:32:23 098","10600","+7"
"13:32:27 894","10550","-670"
"13:32:27 894","10500","-238"
"13:32:42 295","10500","-139"
"13:32:51 594","10550","+19"
"13:32:51 595","10550","+3"
"13:32:51 687","10550","+32"
"13:33:28 603","10550","+8"
"13:34:39 104","10550","+7"
"13:34:39 104","10550","+13"
"13:34:39 106","10550","+7"
"13:34:39 107","10550","+7"
"13:34:39 108","10550","+7"
"13:35:03 600","10550","+20"
"13:35:03 602","10550","+4"
"13:35:03 602","10550","+32"
"13:35:48 991","10550","+50"
"13:35:48 991","10550","+50"
"13:35:48 991","10550","+1"
"13:35:49 109","10550","+15"
"13:36:15 587","10550","+8"
"13:36:47 692","10550","+19"
"13:36:47 692","10550","+19"
"13:36:47 693","10550","+38"
"13:36:47 694","10550","+19"
"13:36:47 694","10550","+24"
"13:36:56 085","10550","+7"
"13:36:56 087","10550","+7"
"13:36:56 089","10550","+7"
"13:36:56 089","10550","+7"
"13:36:56 090","10550","+14"
"13:37:14 606","10550","+19"
"13:37:14 606","10550","+3"
"13:37:14 607","10550","+32"
"13:39:01 583","10550","+8"
"13:39:12 078","10550","+13"
"13:39:12 079","10550","+7"
"13:39:12 081","10550","+7"
"13:39:12 082","10550","+7"
"13:39:12 083","10550","+7"
"13:39:25 883","10550","+15"
"13:39:26 004","10550","+50"
"13:39:26 004","10550","+50"
"13:39:26 004","10550","+1"
"13:39:26 620","10550","+20"
"13:39:26 679","10550","+3"
"13:39:26 680","10550","+33"
"13:41:18 182","10550","+19"
"13:41:18 183","10550","+24"
"13:41:18 183","10550","+19"
"13:41:18 184","10550","+37"
"13:41:18 185","10550","+19"
"13:41:28 081","10550","+7"
"13:41:28 081","10550","+7"
"13:41:28 083","10550","+13"
"13:41:28 084","10550","+7"
"13:41:28 085","10550","+7"
"13:41:38 607","10550","+19"
"13:41:38 609","10550","+3"
"13:41:38 610","10550","+32"
"13:41:46 080","10550","+15"
"13:41:47 240","10550","-35"
"13:41:47 577","10550","+8"
"13:42:37 388","10550","+100"
"13:43:02 681","10550","+15"
"13:43:02 993","10550","+48"
"13:43:13 778","10550","-53"
"13:43:45 076","10550","+7"
"13:43:45 077","10550","+3"
"13:43:48 571","10550","-32"
"13:43:49 589","10550","+19"
"13:43:49 590","10550","+3"
"13:43:49 695","10550","+32"
"13:44:33 573","10550","+9"
"13:45:48 583","10550","+19"
"13:45:48 584","10550","+19"
"13:45:48 585","10550","+24"
"13:45:48 664","10550","+38"
"13:45:48 665","10550","+17"
"13:45:57 676","10550","-1"
"13:45:57 780","10550","-51"
"13:46:01 083","10600","+7"
"13:46:01 085","10600","+7"
"13:46:01 089","10600","+7"
"13:46:01 090","10600","+7"
"13:46:01 090","10600","+13"
"13:46:01 587","10600","+20"
"13:46:01 587","10600","+4"
"13:46:01 665","10600","+32"
"13:46:39 376","10600","+15"
"13:46:39 982","10600","+50"
"13:46:39 982","10600","+50"
"13:46:39 982","10600","+1"
"13:46:56 186","10600","+9"
"13:48:13 574","10600","+19"
"13:48:13 575","10600","+3"
"13:48:13 676","10600","+33"
"13:48:18 073","10600","+13"
"13:48:18 074","10600","+7"
"13:48:18 074","10600","+7"
"13:48:18 074","10600","+7"
"13:48:18 075","10600","+7"
"13:49:49 338","10600","+50"
"13:50:06 629","10600","+8"
"13:50:16 226","10600","+15"
"13:50:17 114","10600","+50"
"13:50:17 116","10600","+50"
"13:50:17 117","10600","+1"
"13:50:19 135","10600","+23"
"13:50:19 136","10600","+18"
"13:50:19 137","10600","+18"
"13:50:19 138","10600","+18"
"13:50:19 138","10600","+37"
"13:50:24 638","10600","+19"
"13:50:24 639","10600","+3"
"13:50:24 640","10600","+32"
"13:50:27 732","10550","-185"
"13:50:28 526","10550","+41"
"13:50:34 123","10550","+7"
"13:50:34 123","10550","+7"
"13:50:34 124","10550","+7"
"13:50:34 138","10550","+3"
"13:50:37 837","10550","-5"
"13:51:33 127","10600","+40"
"13:52:36 630","10600","+20"
"13:52:36 725","10600","+3"
"13:52:36 726","10600","+32"
"13:52:39 161","10600","+40"
"13:52:51 144","10600","+13"
"13:52:51 147","10600","+7"
"13:52:51 154","10600","+7"
"13:52:51 154","10600","+7"
"13:52:51 155","10600","+7"
"13:52:52 632","10600","+8"
"13:53:45 132","10600","+40"
"13:53:53 011","10600","+15"
"13:53:53 120","10600","+50"
"13:53:53 120","10600","+50"
"13:53:53 121","10600","+1"
"13:54:48 644","10600","+19"
"13:54:48 645","10600","+4"
"13:54:48 645","10600","+32"
"13:54:49 614","10600","+19"
"13:54:49 615","10600","+38"
"13:54:49 615","10600","+19"
"13:54:49 616","10600","+24"
"13:54:49 616","10600","+19"
"13:54:51 130","10600","+40"
"13:55:07 128","10600","+7"
"13:55:07 129","10600","+7"
"13:55:07 131","10600","+13"
"13:55:07 134","10600","+7"
"13:55:07 135","10600","+7"
"13:55:38 625","10600","+8"
"13:55:50 525","10550","-50"
"13:55:56 144","10600","+40"
"13:56:49 623","10500","-100"
"13:56:59 632","10600","+19"
"13:56:59 633","10600","+3"
"13:56:59 634","10600","+33"
"13:57:02 127","10600","+40"
"13:57:24 114","10600","+7"
"13:57:24 116","10600","+7"
"13:57:24 118","10600","+14"
"13:57:24 119","10600","+7"
"13:57:24 119","10600","+7"
"13:57:29 760","10600","+15"
"13:57:30 041","10600","+50"
"13:57:30 041","10600","+50"
"13:57:30 041","10600","+1"
"13:58:07 311","10500","-250"
"13:58:08 121","10550","+40"
"13:58:25 621","10550","+8"
"13:58:34 322","10500","-260"
"13:58:34 327","10500","-809"
"13:59:11 619","10550","+20"
"13:59:11 722","10550","+3"
"13:59:11 723","10550","+32"
"13:59:13 132","10550","+40"
"13:59:20 021","10550","+19"
"13:59:20 022","10550","+24"
"13:59:20 023","10550","+19"
"13:59:20 025","10550","+19"
"13:59:20 025","10550","+37"
"13:59:27 927","10500","-10"
"13:59:28 120","10500","+90"
"13:59:40 111","10550","+7"
"13:59:40 112","10550","+7"
"13:59:40 113","10550","+13"
"13:59:40 133","10550","+7"
"13:59:40 133","10550","+7"
"14:00:19 127","10550","+40"
"14:01:06 512","10550","+15"
"14:01:07 035","10550","+50"
"14:01:07 035","10550","+50"
"14:01:07 035","10550","+1"
"14:01:23 625","10550","+19"
"14:01:23 626","10550","+3"
"14:01:23 713","10550","+32"
"14:01:25 127","10550","+40"
"14:01:57 118","10550","+13"
"14:01:57 119","10550","+7"
"14:01:57 119","10550","+7"
"14:01:57 120","10550","+7"
"14:01:57 121","10550","+7"
"14:02:31 118","10550","+40"
"14:03:35 630","10550","+19"
"14:03:35 631","10550","+3"
"14:03:35 632","10550","+32"
"14:03:36 126","10550","+40"
"14:03:50 523","10550","+19"
"14:03:50 524","10550","+38"
"14:03:50 524","10550","+19"
"14:03:50 524","10550","+19"
"14:03:50 525","10550","+24"
"14:03:57 638","10550","+8"
"14:04:13 108","10550","+7"
"14:04:13 109","10550","+7"
"14:04:13 109","10550","+7"
"14:04:13 119","10550","+7"
"14:04:13 120","10550","+14"
"14:04:30 315","10500","-204"
"14:04:30 315","10450","-1583"
"14:04:42 114","10550","+40"
"14:04:43 300","10550","+15"
"14:04:44 114","10550","+50"
"14:04:44 114","10550","+50"
"14:04:44 115","10550","+1"
"14:05:46 620","10500","+5"
"14:05:48 137","10550","+40"
"14:06:30 114","10550","+7"
"14:06:30 114","10550","+7"
"14:06:30 114","10550","+7"
"14:06:30 115","10550","+13"
"14:06:30 115","10550","+7"
"14:06:43 620","10550","+9"
"14:06:54 115","10550","+40"
"14:07:58 617","10550","+19"
"14:07:58 701","10550","+3"
"14:07:58 705","10550","+32"
"14:07:59 130","10550","+40"
"14:08:20 002","10550","+15"
"14:08:20 935","10550","+18"
"14:08:21 006","10550","+23"
"14:08:21 007","10550","+18"
"14:08:21 007","10550","+37"
"14:08:21 008","10550","+18"
"14:08:21 019","10550","+50"
"14:08:21 019","10550","+1"
"14:08:21 019","10550","+50"
"14:08:46 104","10550","+7"
"14:08:46 106","10550","+7"
"14:08:46 107","10550","+13"
"14:08:46 108","10550","+7"
"14:08:46 112","10550","+7"
"14:09:05 103","10550","+40"
"14:09:30 625","10550","+8"
"14:10:10 616","10550","+19"
"14:10:10 617","10550","+15"
"14:10:10 705","10550","+3"
"14:10:10 706","10550","+4"
"14:10:10 706","10550","+32"
"14:10:10 707","10550","+33"
"14:10:11 113","10550","+40"
"14:11:03 113","10550","+14"
"14:11:03 114","10550","+7"
"14:11:03 114","10550","+7"
"14:11:03 114","10550","+7"
"14:11:03 115","10550","+7"
"14:11:16 123","10550","+40"
"14:11:56 800","10550","+15"
"14:11:57 110","10550","+50"
"14:11:57 110","10550","+50"
"14:11:57 110","10550","+1"
"14:12:16 613","10550","+8"
"14:12:21 615","10550","+20"
"14:12:21 616","10550","+3"
"14:12:21 616","10550","+32"
"14:12:22 202","10550","+40"
"14:12:51 414","10550","+19"
"14:12:51 415","10550","+38"
"14:12:51 416","10550","+19"
"14:12:51 416","10550","+19"
"14:12:51 416","10550","+24"
"14:13:19 099","10550","+7"
"14:13:19 110","10550","+7"
"14:13:19 111","10550","+13"
"14:13:19 111","10550","+7"
"14:13:19 113","10550","+7"
"14:13:28 102","10550","+40"
"14:14:33 616","10550","+19"
"14:14:33 617","10550","+4"
"14:14:33 617","10550","+33"
"14:14:34 215","10550","+40"
"14:14:48 497","10500","-10"
"14:14:54 020","10500","-20"
"14:14:59 114","10500","-30"
"14:15:02 608","10550","+8"
"14:15:06 802","10500","-52"
"14:15:07 208","10500","+1"
"14:15:33 517","10500","+15"
"14:15:34 109","10500","+50"
"14:15:34 109","10500","+47"
"14:15:36 108","10550","+7"
"14:15:36 109","10550","+7"
"14:15:36 112","10550","+13"
"14:15:36 115","10550","+7"
"14:15:36 119","10550","+7"
"14:15:39 113","10550","+40"
"14:16:45 114","10550","+40"
"14:16:45 614","10550","+20"
"14:16:45 694","10550","+3"
"14:16:45 695","10550","+32"
"14:17:21 903","10550","+37"
"14:17:21 903","10550","+19"
"14:17:21 904","10550","+19"
"14:17:21 905","10550","+19"
"14:17:21 906","10550","+24"
"14:17:48 594","10550","+8"
"14:17:51 116","10550","+40"
"14:17:52 099","10550","+7"
"14:17:52 101","10550","+14"
"14:17:52 102","10550","+7"
"14:17:52 110","10550","+7"
"14:17:52 111","10550","+7"
"14:18:56 112","10550","+40"
"14:18:56 622","10550","+19"
"14:18:56 695","10550","+3"
"14:18:56 695","10550","+32"
"14:19:10 300","10550","+15"
"14:19:11 014","10550","+50"
"14:19:11 014","10550","+50"
"14:19:11 014","10550","+1"
"14:20:02 119","10550","+40"
"14:20:09 096","10550","+7"
"14:20:09 098","10550","+7"
"14:20:09 098","10550","+7"
"14:20:09 100","10550","+13"
"14:20:09 100","10550","+7"
"14:20:35 609","10550","+8"
"14:21:08 111","10550","+40"
"14:21:08 608","10550","+19"
"14:21:08 608","10550","+3"
"14:21:08 609","10550","+33"
"14:21:52 306","10550","+24"
"14:21:52 307","10550","+38"
"14:21:52 307","10550","+19"
"14:21:52 307","10550","+19"
"14:21:52 309","10550","+19"
"14:22:14 104","10550","+40"
"14:22:25 089","10550","+7"
"14:22:25 089","10550","+7"
"14:22:25 093","10550","+7"
"14:22:25 094","10550","+7"
"14:22:25 095","10550","+13"
"14:22:47 095","10550","+15"
"14:22:48 025","10550","+50"
"14:22:48 025","10550","+50"
"14:22:48 025","10550","+1"
"14:23:01 388","10550","+1"
"14:23:19 096","10550","+40"
"14:23:20 612","10550","+20"
"14:23:20 614","10550","+3"
"14:23:20 692","10550","+32"
"14:23:21 602","10550","+8"
"14:23:48 002","10500","-50"
"14:23:59 600","10450","-40"
"14:24:09 609","10450","-605"
"14:24:25 099","10500","+40"
"14:24:42 093","10500","+7"
"14:24:42 094","10500","+14"
"14:24:42 097","10500","+7"
"14:24:42 099","10500","+7"
"14:24:42 099","10500","+7"
"14:25:02 894","10450","-1125"
"14:25:21 495","10450","+242"
"14:25:22 505","10450","+17"
"14:25:31 094","10500","+40"
"14:25:31 619","10500","+19"
"14:25:31 620","10500","+4"
"14:25:31 621","10500","+32"
"14:26:07 603","10550","+8"
"14:26:09 010","10500","-1"
"14:26:18 311","10500","+5"
"14:26:22 795","10500","+23"
"14:26:22 796","10500","+18"
"14:26:22 796","10500","+18"
"14:26:22 797","10500","+37"
"14:26:22 798","10500","+18"
"14:26:23 190","10500","+80"
"14:26:23 892","10550","+15"
"14:26:24 289","10500","-2"
"14:26:37 099","10550","+40"
"14:26:58 089","10550","+7"
"14:26:58 090","10550","+7"
"14:26:58 099","10550","+7"
"14:26:58 100","10550","+7"
"14:26:58 101","10550","+13"
"14:27:15 102","10500","-119"
"14:27:42 101","10500","+40"
"14:27:43 897","10500","+19"
"14:27:43 899","10500","+3"
"14:27:43 899","10500","+32"
"14:27:55 503","10450","-2"
"14:28:12 586","10450","-875"
"14:28:48 085","10500","+33"
"14:28:54 596","10550","+9"
"14:29:14 086","10550","+7"
"14:29:14 087","10550","+13"
"14:29:14 088","10550","+7"
"14:29:14 093","10550","+7"
"14:29:14 093","10550","+7"
"14:29:54 193","10550","+40"
"14:29:55 616","10550","+20"
"14:29:55 617","10550","+3"
"14:29:55 617","10550","+33"
"14:30:00 599","10550","+15"
"14:30:01 089","10550","+50"
"14:30:01 089","10550","+50"
"14:30:01 090","10550","+1"
"14:30:28 098","10500","-7"
"14:30:53 282","10500","+38"
"14:30:53 283","10500","+19"
"14:30:53 283","10500","+24"
"14:30:53 284","10500","+19"
"14:30:53 284","10500","+19"
"14:30:59 088","10500","+40"
"14:31:31 086","10500","+7"
"14:31:31 088","10500","+7"
"14:31:31 088","10500","+7"
"14:31:31 089","10500","+7"
"14:31:31 089","10500","+14"
"14:31:40 610","10500","+8"
"14:31:53 290","10500","+13"
"14:32:05 106","10500","+40"
"14:32:08 383","10500","+19"
"14:32:08 384","10500","+3"
"14:32:08 384","10500","+32"
"14:33:11 104","10500","+40"
"14:33:16 679","10500","+22"
"14:33:37 385","10550","+15"
"14:33:38 021","10550","+50"
"14:33:38 076","10550","+50"
"14:33:38 076","10550","+1"
"14:33:47 085","10550","+7"
"14:33:47 087","10550","+13"
"14:33:47 088","10550","+7"
"14:33:47 089","10550","+7"
"14:33:47 089","10550","+7"
"14:34:17 188","10550","+41"
"14:34:18 620","10550","+19"
"14:34:18 698","10550","+4"
"14:34:18 701","10550","+32"
"14:34:26 588","10550","+8"
"14:35:22 092","10550","+40"
"14:35:23 695","10550","+19"
"14:35:23 696","10550","+37"
"14:35:23 697","10550","+19"
"14:35:23 698","10550","+24"
"14:35:23 698","10550","+19"
"14:36:04 087","10550","+7"
"14:36:04 087","10550","+7"
"14:36:04 088","10550","+7"
"14:36:04 089","10550","+7"
"14:36:04 094","10550","+13"
"14:36:14 486","10550","+189"
"14:36:28 184","10550","+40"
"14:36:30 597","10550","+20"
"14:36:30 598","10550","+3"
"14:36:30 598","10550","+32"
"14:37:12 590","10550","+8"
"14:37:14 100","10550","+15"
"14:37:15 007","10550","+50"
"14:37:15 007","10550","+50"
"14:37:15 079","10550","+1"
"14:37:34 081","10550","+40"
"14:38:20 080","10550","+7"
"14:38:20 082","10550","+7"
"14:38:20 084","10550","+14"
"14:38:20 084","10550","+7"
"14:38:20 085","10550","+7"
"14:38:39 099","10550","+40"
"14:38:41 591","10550","+19"
"14:38:41 591","10550","+3"
"14:38:41 592","10550","+33"
"14:39:45 103","10550","+40"
"14:39:54 196","10550","+24"
"14:39:54 197","10550","+19"
"14:39:54 200","10550","+38"
"14:39:54 201","10550","+19"
"14:39:54 204","10550","+19"
"14:39:59 582","10550","+8"
"14:40:36 186","10500","-50"
"14:40:37 089","10550","+7"
"14:40:37 091","10550","+13"
"14:40:37 092","10550","+7"
"14:40:37 100","10550","+7"
"14:40:37 100","10550","+7"
"14:40:50 890","10550","+15"
"14:40:51 094","10550","+40"
"14:40:51 993","10550","+50"
"14:40:51 994","10550","+50"
"14:40:52 078","10550","+1"
"14:40:53 607","10550","+19"
"14:40:53 609","10550","+3"
"14:40:53 684","10550","+32"
"14:41:57 079","10550","+40"
"14:42:17 383","10550","+11"
"14:42:45 577","10550","+8"
"14:42:53 078","10550","+7"
"14:42:53 079","10550","+7"
"14:42:53 083","10550","+7"
"14:42:53 084","10550","+13"
"14:42:53 085","10550","+7"
"14:43:02 179","10550","+40"
"14:43:05 590","10550","+20"
"14:43:05 590","10550","+3"
"14:43:05 591","10550","+32"
"14:43:13 190","10550","+1"
"14:43:19 208","10550","+25"
"14:44:08 086","10550","+40"
"14:44:24 607","10550","+37"
"14:44:24 671","10550","+23"
"14:44:24 673","10550","+18"
"14:44:24 676","10550","+18"
"14:44:24 676","10550","+18"
"14:44:27 683","10550","+15"
"14:44:29 076","10550","+50"
"14:44:29 077","10550","+50"
"14:44:29 077","10550","+1"
"14:45:10 074","10550","+7"
"14:45:10 077","10550","+7"
"14:45:10 078","10550","+7"
"14:45:10 079","10550","+7"
"14:45:10 079","10550","+14"
"14:45:14 097","10550","+40"
"14:45:16 587","10550","+19"
"14:45:16 587","10550","+4"
"14:45:16 588","10550","+32"
"14:45:31 582","10550","+8"
"14:46:20 080","10550","+40"
"14:46:24 489","10550","+10"
"14:46:29 584","10550","+20"
"14:47:25 116","10550","+40"
"14:47:26 075","10550","+13"
"14:47:26 078","10550","+7"
"14:47:26 081","10550","+7"
"14:47:26 083","10550","+7"
"14:47:26 088","10550","+7"
"14:47:28 590","10550","+19"
"14:47:28 591","10550","+3"
"14:47:28 591","10550","+33"
"14:47:46 890","10550","+29"
"14:48:04 464","10550","+15"
"14:48:05 985","10550","+50"
"14:48:05 986","10550","+50"
"14:48:05 986","10550","+1"
"14:48:17 582","10550","+8"
"14:48:31 080","10550","+40"
"14:48:53 575","10550","+49"
"14:48:55 070","10550","+38"
"14:48:55 071","10550","+24"
"14:48:55 072","10550","+19"
"14:48:55 072","10550","+19"
"14:48:55 074","10550","+19"
"14:49:33 143","10550","+2"
"14:49:37 152","10550","+40"
"14:49:37 431","10500","-100"
"14:49:40 675","10550","+20"
"14:49:40 676","10550","+3"
"14:49:40 676","10550","+32"
"14:49:43 144","10550","+7"
"14:49:43 145","10550","+7"
"14:49:43 148","10550","+7"
"14:49:43 152","10550","+7"
